,Tenure,Income,Age,Children,MonthlyCharge,Bandwidth_GB_Year
2490,4.85088,33192.8,29,4,200.1652,1131.789188
2491,4.847411,40719.95,50,1,147.4738,602.6894614
2492,2.758575,42866.35,29,3,232.6415,929.5655793
2493,6.116652,35939.16,40,0,127.4601,1123.647592
2494,1.757261,14709.22,46,0,194.9581,589.6405069
2495,16.87028,101534.0,54,0,210.1051,2329.543371
2496,16.66123,28100.13,48,2,179.9476,1742.811202
2497,12.61471,55888.81,62,5,154.9755,2007.430866
2498,5.714937,24604.91,85,2,182.447,750.9484926
2499,2.301772,8137.46,81,3,222.6281,1224.80823
2500,3.627104,36643.74,60,1,137.4686,459.9710645
2501,12.00909,24503.85,56,0,152.5104,1610.027119
2502,24.14282,7332.51,19,1,162.4713,2391.497324
2503,19.14656,14741.19,75,2,169.9447,1811.777309
2504,22.14611,51673.68,82,4,162.4713,2113.691713
2505,5.585004,29958.36,66,7,162.4827,936.2693881
2506,8.940085,33929.5,36,1,182.4676,1204.76304
2507,17.82124,5782.82,26,1,119.9568,2296.853164
2508,27.4563,62989.06,77,1,162.447,2859.041314
2509,8.522053,47245.51,19,0,182.4833,1123.252119
2510,8.386909,35261.47,43,1,147.4601,834.8359967
2511,10.52249,53116.06,31,0,159.9349,1256.923905
2512,9.836216,32014.25,27,1,164.967,1700.500703
2513,10.85169,18846.03,40,4,194.9663,1864.932987
2514,8.973181,26639.43,36,2,240.1149,1367.523632
2515,14.04801,17126.28,64,3,160.0013,1507.684892
2516,14.17599,31155.68,80,0,242.6326,1663.204506
2517,8.619877,17089.71,41,0,200.1323,1687.301468
2518,17.91527,67354.4,32,1,149.9447,2281.632997
2519,8.113307,43415.81,18,1,149.9776,1115.211468
2520,12.52502,31697.79,23,8,207.4754,2267.526558
2521,9.303687,57549.87,57,0,172.4705,1547.513225
2522,3.840589,14876.32,76,0,159.9656,808.7858345
2523,5.142628,16419.87,80,2,232.6707,1045.919275
2524,2.067128,21028.18,47,0,255.1555,864.371328
2525,18.96848,901.21,22,0,179.9656,1811.884356
2526,2.589165,71373.4,74,0,252.624,662.5967184
2527,2.362663,90664.75,30,0,112.4551,254.7465501
2528,5.585807,23553.75,33,1,184.9785,1036.098256
2529,16.81789,25340.62,67,3,142.4689,2062.922234
2530,18.529,38566.88,70,1,255.1336,2600.878739
2531,14.39213,55179.21,84,4,190.1737,1765.073078
2532,8.457034,39328.19,39,6,220.1323,1498.783318
2533,9.24589,27800.88,53,2,79.97886,804.9040342
2534,1.413033,20773.28,74,8,162.447,950.4411542
2535,3.680185,62362.09,73,4,137.4392,587.7258611
2536,16.82081,34835.04,42,0,147.4421,1559.752741
2537,1.025579,23000.55,64,2,184.9853,570.4516207
2538,15.02441,13683.98,55,0,104.9629,1406.070492
2539,2.440244,20236.81,48,1,179.9656,485.4228279
2540,7.409027,40019.17,24,0,127.4738,1280.53691
2541,3.148665,28664.45,62,2,149.9378,1025.253482
2542,29.62966,22793.73,74,0,207.4811,2913.842578
2543,4.044209,20985.69,54,0,245.132,991.6890153
2544,22.73656,10072.69,62,0,182.497,2227.799509
2545,2.917886,20613.16,62,2,132.466,945.7273128
2546,13.08213,56002.38,18,2,172.4579,1655.992508
2547,1.740144,24372.17,42,2,242.6573,981.3822842
2548,9.470798,59010.69,67,1,242.6326,1398.131991
2549,2.476217,46199.89,51,1,147.4783,373.1383878
2550,9.05316,17306.82,23,3,172.4733,1284.333326
2551,10.86199,8257.65,52,1,155.0084,1364.293464
2552,7.990345,45016.56,63,1,222.6143,1654.594921
2553,1.500126,50375.2,61,0,232.6415,676.2344842
2554,6.732509,111592.0,88,2,202.6829,1153.214047
2555,1.442102,37928.26,54,0,222.6792,837.2614393
2556,10.89683,40826.44,27,4,147.4421,1246.67277
2557,10.69505,25770.44,49,0,137.4698,1364.959051
2558,6.905862,49535.29,46,3,199.9902,1606.823213
2559,22.31932,14113.73,35,4,152.4952,2343.988024
2560,4.984918,63348.18,58,0,172.4705,1108.077901
2561,10.45497,17104.77,30,0,139.9861,1307.834074
2562,18.81683,23481.88,67,3,184.9647,1907.20649
2563,18.01018,20613.38,35,0,167.4564,1686.417922
2565,9.817033,17100.24,87,1,127.4887,954.2700173
2566,7.437784,31492.57,55,1,230.1051,1170.676993
2567,1.280324,12652.67,54,1,139.9568,436.2297665
2568,13.43811,19685.04,72,4,174.9768,1965.462483
2569,3.765838,65315.4,81,4,137.4686,494.8412692
2570,12.50419,42613.78,63,0,162.4833,1636.48816
2571,1.798433,8414.55,28,0,179.9476,528.989098
2572,7.35817,4397.39,18,0,182.447,961.4048126
2573,7.744129,27105.8,73,0,167.4564,720.6519058
2574,16.79677,20552.64,76,4,139.9792,1820.926895
2575,1.311693,12188.82,20,3,152.466,530.0519539
2576,6.960522,24625.37,61,4,162.4676,1466.444336
2577,5.525134,7418.73,61,3,277.6513,1288.15613
2578,10.29048,25696.67,85,6,194.9663,1815.26546
2579,18.32904,26594.83,48,1,162.447,2206.253895
2580,1.794202,24431.39,82,2,174.9768,917.029715
2581,16.38978,67833.88,24,0,142.5007,2095.926619
2582,22.34478,39258.2,59,4,194.9744,2231.25397
2583,12.91538,51872.86,55,0,217.4702,1524.881001
2584,11.59627,41212.98,54,0,202.6362,1929.992785
2585,15.2121,38585.6,82,4,167.4564,1508.478673
2587,11.64744,60239.95,41,0,162.4827,1381.77131
2588,25.72493,47017.43,34,1,124.9781,2354.102724
2589,1.393262,11250.31,34,1,240.1149,722.2139832
2590,12.173,70435.61,81,0,149.9447,1619.686288
2591,8.909806,12861.54,53,2,139.9875,1342.337702
2592,10.48608,40879.22,88,2,112.4551,874.0562063
2593,19.26465,44462.77,23,4,104.9643,2203.565459
2594,6.24751,31614.26,67,1,175.1331,986.8685971
2595,9.063713,40895.64,21,1,92.5018,1031.540479
2596,10.02603,20306.89,68,0,162.4937,1183.503581
2597,28.22989,61478.9,44,0,139.965,3068.956506
2598,7.617535,81376.2,47,1,159.9656,1326.411799
2599,20.58561,46435.57,58,6,140.0049,2005.474189
2600,12.359,40402.71,75,5,159.9794,1827.076857
2601,8.437873,11476.29,26,0,82.49655,923.1400229
2602,14.01692,9336.09,30,2,207.4754,2099.82555
2603,1.506136,28954.2,53,2,159.9349,460.5286853
2604,5.457127,32952.41,29,0,202.65,1589.753327
2605,4.148103,71113.67,88,0,124.9781,296.0266799
2606,8.867664,46183.09,42,0,252.6378,1362.782508
2607,6.663036,90253.73,51,0,162.447,1292.032339
2608,1.563383,57292.08,68,4,124.9607,673.250968
2609,13.75426,42550.92,46,2,277.6375,1947.058707
2610,2.367066,38411.45,89,0,232.6378,1136.589804
2611,2.333094,51136.82,30,1,140.0049,530.0667964
2612,14.86158,17595.76,56,0,159.9512,1439.925812
2613,1.768753,31609.92,31,0,220.1478,736.3553892
2614,18.25291,61843.65,81,2,182.4762,1863.348549
2615,1.275948,5952.44,48,4,107.5286,476.7850753
2616,29.95876,54507.42,41,1,255.1417,3119.385384
2617,2.073632,62656.2,87,4,129.9621,861.7738077
2618,10.49402,41577.62,61,2,139.9349,1584.241573
2619,6.368504,27520.03,76,8,202.65,1756.610979
2620,7.674186,24128.19,82,2,162.4937,924.1809843
2621,16.75789,40835.59,65,1,172.4705,2080.564441
2622,8.473966,21334.55,40,3,162.4982,1208.504726
2623,30.82191,27065.94,33,2,162.5005,3042.656083
2624,7.8432,47950.33,55,5,147.4421,935.4475784
2625,8.03514,36470.53,29,0,114.9728,798.0189824
2626,5.150963,36598.52,82,1,165.0182,822.9997439
2627,24.2732,20980.42,56,3,275.1336,2765.521967
2628,9.38517,6315.61,76,3,255.1555,1461.269401
2629,13.81972,6074.44,80,4,162.4713,1438.002278
2630,1.37258,36966.64,74,2,187.656,680.4074741
2631,1.84687,18377.18,18,4,137.4872,464.4350832
2633,6.554584,21200.76,30,0,127.5112,831.986868
2634,2.599617,47958.56,23,0,149.9913,650.0225046
2635,2.827378,30462.45,81,0,164.967,965.4344564
2636,16.12971,20382.46,76,2,197.484,2275.291432
2637,23.9038,41658.22,29,0,137.4836,2593.650846
2638,1.73409,35311.08,88,0,184.9647,428.5644943
2639,17.45182,9961.23,18,2,124.9781,1759.464436
2640,3.82548,43867.04,82,0,222.6143,1134.14173
2641,10.00949,6742.39,88,4,139.9816,1236.291583
2642,15.81095,39377.62,63,4,142.5007,2126.056803
2643,4.310974,77380.28,43,4,240.1149,1024.131285
2644,1.200106,40628.46,86,0,164.9889,336.3711095
2645,1.99818,29680.81,23,5,194.9768,758.9886777
2646,16.93745,35023.76,18,1,137.4686,1688.294747
2647,13.05373,14527.8,21,3,220.1185,1761.265371
2648,3.533323,38936.96,45,3,182.4676,793.8062657
2650,2.888303,27832.64,59,0,134.9509,296.7260391
2651,6.307859,44711.74,54,3,107.4806,862.6906733
2652,4.812563,7004.93,67,0,172.4885,1003.080929
2654,10.32034,6843.81,46,0,162.447,1525.81124
2655,16.7433,49271.78,32,1,245.147,2536.53749
2656,6.652608,52374.17,38,1,252.6378,1225.184798
2657,6.7064,39603.42,20,0,159.9875,877.2126863
2659,7.900866,20246.17,71,2,184.9853,1063.793472
2660,4.245295,18373.26,41,3,147.4421,707.2606071
2661,10.0496,35087.57,64,3,210.138,1421.06817
2662,11.46674,31246.25,56,1,132.4798,1715.911701
2663,4.469398,4566.8,84,6,159.9942,834.0925038
2664,10.59491,77277.55,55,3,184.9647,1272.863604
2666,6.71156,15205.14,77,1,255.1665,1200.461726
2667,5.25157,32982.82,38,1,127.4421,1069.18746
2668,16.4299,13139.33,40,3,179.9794,1800.326325
2669,7.896371,48293.12,58,1,202.65,1725.323883
2670,15.06815,83923.73,56,1,119.9897,1516.686884
2671,3.700985,10487.07,55,2,252.624,924.6142337
2672,17.26451,25280.79,45,0,127.4421,2082.052634
2673,16.5852,58622.05,22,2,182.4433,2329.310551
2674,10.81514,28051.07,20,1,195.0062,1341.508482
2675,4.617824,70321.71,50,3,187.4847,967.8404944
2676,2.237975,16538.08,63,2,139.9678,492.0307787
2677,12.14453,27290.36,34,0,159.9512,1289.426725
2678,23.86996,60280.07,83,1,132.466,2609.91314
2679,7.495281,21987.29,62,2,127.4586,968.8124201
2680,8.756923,23624.9,60,4,149.9483,964.5339675
2681,5.874949,46431.14,18,0,194.9663,1406.140722
2682,7.238006,58988.72,19,2,154.9618,1495.619695
2683,5.449246,67537.98,25,5,120.0035,1034.133433
2684,5.614074,4480.29,35,1,127.4421,1108.726166
2685,4.534721,57944.08,55,0,172.4555,761.9139877
2686,10.06395,80674.2,25,4,220.1615,1686.732783
2687,22.12945,67090.95,66,2,147.4783,2047.373281
2688,15.51392,22420.64,82,0,79.97886,1244.129071
2689,4.526424,75633.41,23,1,164.9785,1395.575443
2690,6.183692,18944.96,42,1,172.4579,981.2775952
2691,17.27999,8840.8,66,0,257.6549,2074.948906
2692,3.628867,40316.05,86,0,184.967,601.2192303
2693,4.888977,29693.07,73,1,147.4601,532.1499344
2694,4.431604,18677.06,43,0,117.472,542.7248776
2695,8.377189,18549.91,83,1,240.1149,1133.808688
2696,21.09953,50263.94,72,0,174.9882,2540.062525
2697,1.989684,18967.02,38,1,217.484,714.7114049
2698,17.55759,57675.63,76,3,184.9797,2258.203171
2699,10.55294,40279.05,79,1,169.9741,1119.402193
2700,8.436679,33868.71,38,4,129.9763,1214.354546
2701,15.2198,48969.64,51,1,147.4421,1429.845787
2702,9.436909,22041.71,68,4,149.9598,1150.114958
2703,13.50244,25491.07,65,3,192.4705,1544.180199
2704,1.717359,23705.5,77,2,152.4579,944.8425929
2705,2.199825,16680.61,39,0,182.4653,518.7305953
2706,1.387769,108960.7,73,0,159.9656,617.6429974
2707,10.39542,18347.2,51,4,220.1615,1581.59431
2708,9.026366,41305.01,78,3,182.49,1146.502548
2709,1.500082,66284.45,66,0,105.011,155.5067148
2710,4.243723,68024.79,38,3,232.6415,1021.747631
2711,1.736879,53148.58,47,1,104.9629,374.332233
2712,7.359812,20473.21,53,5,152.509,1170.830123
2713,9.328119,11132.31,59,1,194.9663,1667.732624
2714,17.98715,42461.74,20,2,165.0113,2047.681612
2715,25.68869,18437.44,38,5,174.9755,2790.931185
2716,16.21818,30615.01,81,2,169.9378,1620.352713
2717,9.499599,52633.73,43,1,172.4733,1193.771492
2718,1.13143,22641.64,37,1,207.4811,730.8534585
2719,6.472433,19713.67,30,3,182.49,1176.899402
2720,3.155929,34970.28,19,0,162.4653,1076.138741
2721,11.88503,19437.76,82,0,124.9643,868.8224639
2722,4.448953,23901.05,31,2,172.4871,977.9373731
2723,8.962034,23089.13,30,4,159.965,1245.735579
2724,1.796113,45251.32,37,5,245.1612,1042.042108
2725,2.972634,52581.07,84,0,194.9744,438.8374341
2726,10.22422,38850.73,64,2,255.1336,2017.913692
2727,7.650642,23117.3,53,0,117.4872,1197.872957
2728,2.945436,5676.28,54,0,265.1283,922.2317794
2729,5.294527,56144.7,35,2,127.5067,723.6126048
2730,6.128314,34476.83,25,2,137.4684,909.0225293
2731,4.213099,39968.02,49,5,139.9678,839.1770355
2732,11.16116,33541.35,55,1,192.4885,1262.191241
2733,23.22012,23584.78,64,3,199.9902,2884.562817
2734,13.81356,23841.62,76,5,147.4421,1438.080654
2735,7.923777,7858.21,84,1,104.9629,807.0176026
2736,1.992273,30262.99,63,4,210.127,818.8755109
2737,14.60084,31246.64,51,3,207.6094,1738.296024
2738,6.512117,23454.98,74,1,232.6228,1107.738951
2739,16.15139,28125.61,76,1,197.4945,1696.96925
2740,8.257765,20465.98,72,2,127.475,825.6485531
2741,7.193929,22540.94,81,1,127.4421,1087.358783
2742,8.527084,21497.29,60,0,252.6378,1322.914498
2743,11.84082,24700.6,24,1,152.466,1318.102379
2744,3.660516,20319.77,45,3,232.6415,998.0643375
2745,12.22942,46273.12,64,1,132.466,1718.405985
2746,16.57284,34257.36,72,2,204.9634,1836.91871
2747,15.80736,49166.12,28,4,210.1518,2083.424243
2748,8.295192,34162.04,27,1,230.1051,1332.732935
2749,11.38275,66664.82,60,0,267.6647,1636.428296
2750,6.780515,40411.35,77,1,222.65,1158.10468
2751,8.27839,70844.17,18,4,169.9447,1169.714886
2752,9.151288,105396.3,53,1,242.6143,1369.012136
2753,1.835564,58049.87,81,0,172.4624,387.3140839
2754,10.44767,32423.61,21,2,162.4653,1810.906541
2755,8.612474,115440.4,37,0,149.9447,1425.150573
2756,3.122125,9534.08,21,1,149.9915,631.6069096
2757,10.49269,16895.6,45,0,172.4705,1601.994832
2758,5.679237,23624.66,50,1,204.9797,895.0975786
2759,1.050155,41221.83,30,0,157.4698,223.4765826
2760,10.68972,13332.2,48,6,157.4698,1221.300132
2761,2.210399,27065.38,61,3,217.4725,731.2638925
2763,13.09427,34193.65,87,4,147.4564,1732.048832
2764,1.201025,23676.96,29,4,149.9915,540.3210772
2765,6.246939,5189.69,34,1,179.9476,904.6029537
2766,4.600047,17430.05,47,1,192.4567,649.075085
2767,9.30555,80678.93,52,1,172.4579,1204.289565
2768,18.55263,31249.18,46,0,232.652,2274.334534
2769,13.12228,35453.68,82,2,119.9568,1711.957507
2770,10.51089,25946.0,73,3,92.45514,1287.261282
2771,12.81579,35334.17,75,1,197.4702,1813.141473
2772,11.16354,15826.38,50,3,169.9741,1326.083123
2773,12.01983,21603.64,22,4,164.9853,2037.009094
2774,6.021823,51354.08,74,0,169.9378,663.9805561
2775,23.99384,17993.91,83,1,172.4567,2615.909854
2776,8.100668,25776.46,33,2,182.4433,1598.041286
2777,18.47356,18914.81,87,0,127.4783,2030.890872
2778,14.62117,63735.08,36,0,120.0035,1595.672481
2779,12.95415,82308.64,32,1,137.4684,1461.63528
2780,3.588245,9120.65,33,1,124.9935,452.390983
2781,14.36866,27485.23,89,4,184.967,1594.517874
2782,6.30655,73686.44,86,3,139.983,1165.890091
2783,18.94429,58508.34,88,2,210.138,2087.462333
2784,3.474901,45196.73,50,1,172.4579,733.0960018
2785,3.341126,50520.8,47,0,227.4754,694.2731917
2787,20.22924,18670.89,59,1,127.4601,2166.207365
2788,6.487048,38764.7,49,1,102.4746,655.1704765
2789,20.32585,52141.38,79,3,139.9979,1989.74777
2790,12.24637,62480.22,56,2,152.4441,1795.595369
2791,14.63647,12031.44,27,8,267.6647,2210.449566
2792,4.833414,51380.67,83,2,172.4555,673.8697136
2793,5.705638,29305.72,82,3,159.9875,602.0049206
2794,12.55315,8716.91,52,0,182.447,1357.88248
2795,1.059865,9423.78,66,1,130.0064,380.7812664
2797,9.887746,9396.05,83,0,139.9678,991.6943982
2798,6.853152,16764.77,19,0,149.9741,1313.391104
2799,2.213342,17263.54,34,4,265.147,1018.286618
2800,5.954975,61325.92,76,2,117.4392,1069.152457
2801,8.316193,21098.34,50,0,127.4887,921.8193418
2802,8.081086,108914.2,36,0,242.6281,1387.096942
2803,5.000016,32202.44,26,0,202.6362,1481.311788
2804,3.469341,68517.92,20,4,200.1185,1376.444987
2805,7.874579,71588.69,56,2,210.127,1215.186143
2806,11.70115,47120.5,50,3,124.9781,1131.849487
2807,3.890319,14745.74,37,2,149.9928,993.4525617
2808,14.7867,30535.24,57,2,124.9935,1404.351494
2809,11.71559,10092.3,34,0,119.9897,1283.330518
2810,4.995373,29321.34,34,1,265.1283,1186.556596
2811,11.56278,21988.64,34,0,214.9525,1325.414246
2813,8.479465,27902.88,52,2,147.5031,1078.756333
2814,13.03957,32355.4,60,2,150.0208,1501.37548
2815,4.99913,12804.98,48,3,174.991,945.3922235
2816,2.108436,6624.45,27,3,172.4733,702.1831409
2817,4.848049,97763.56,83,0,149.9778,458.1425479
2818,14.06379,26735.83,74,1,137.4872,1271.791514
2819,12.67943,21837.62,28,2,220.1615,1829.634417
2820,11.2075,7585.29,50,8,184.9797,1977.058574
2821,7.837878,44055.54,80,2,230.1051,1152.27854
2822,4.845811,17442.95,50,0,222.65,1057.31768
2823,3.852241,24923.55,81,5,149.989,670.3465702
2824,11.55831,92155.37,21,3,192.4404,1538.887965
2825,5.389466,13638.96,55,4,142.4526,1322.429941
2826,10.93329,14921.92,64,0,152.466,1167.924948
2827,8.259716,69293.12,68,1,255.1555,1380.765825
2828,3.157767,3004.46,47,0,172.4555,675.3184526
2829,2.185047,59780.22,50,2,159.9805,472.1439723
2830,4.612442,47463.53,42,3,235.1591,1114.048401
2831,10.75614,49295.81,85,0,117.472,962.301603
2833,5.447689,23567.27,83,0,230.1051,885.0263451
2834,12.29962,32526.64,87,2,184.9853,1418.813901
2835,12.57563,9612.82,65,4,124.9781,1185.107111
2836,7.606099,15164.29,76,4,152.4884,1072.186545
2837,6.79324,25315.36,56,3,190.1599,1161.691491
2838,4.753084,56186.38,60,2,164.967,1206.589518
2839,21.0878,48327.1,45,1,174.9768,2588.430434
2840,15.33274,38793.75,18,0,232.6228,1983.300598
2841,11.47008,58157.76,32,2,169.9447,1323.764927
2842,3.631024,23706.3,23,0,112.4551,463.9097938
2843,27.0293,30493.16,55,3,220.1185,2794.920011
2844,13.21554,37555.8,20,2,220.1149,2181.086069
2845,15.97096,24322.78,67,0,152.4742,1993.401196
2846,8.0239,68284.56,61,3,157.4698,867.8924387
2847,5.448172,54067.41,76,3,225.132,1540.445045
2848,8.306218,37185.6,84,3,164.9889,1064.595704
2849,3.600682,56243.26,24,1,207.6386,935.8715835
2850,4.459993,22066.61,55,2,222.6654,1014.955092
2852,12.86853,27102.45,25,4,169.9671,1580.727843
2853,9.546909,27803.88,37,1,204.9496,1264.373724
2854,4.424083,34421.07,65,3,245.1612,1151.054935
2855,1.462471,43334.45,73,3,169.9447,447.1773574
2856,9.952476,27777.59,79,3,182.49,1301.393401
2857,1.133367,19366.57,34,0,212.6228,1227.924743
2858,14.40435,56067.63,45,7,137.4836,2060.606368
2859,4.300397,29044.8,34,1,204.9797,752.2906635
2860,8.36006,105033.0,39,3,262.6106,1432.224687
2861,9.693608,116453.0,36,4,129.9598,1607.273001
2862,8.24734,63171.36,21,7,162.4538,1667.506374
2863,10.8754,52931.37,49,4,152.4555,1837.760704
2864,6.067975,35615.92,86,3,192.4885,722.5123131
2865,5.602813,13002.99,55,0,139.9568,756.3419475
2866,9.938487,17542.52,64,2,194.9992,1240.679237
2867,13.96391,71560.17,76,1,139.9512,1745.07852
2868,9.841833,10457.56,84,1,210.138,1276.902314
2869,5.129029,47106.04,18,1,95.01949,794.1801028
2870,3.612294,6402.95,34,4,149.9447,1195.475034
2871,9.430096,45142.5,30,3,159.9349,1215.994181
2872,6.699323,38759.29,39,4,192.4567,939.6683701
2873,6.895966,41195.08,62,7,127.4887,1063.884067
2874,16.56847,45989.68,43,1,255.1336,2528.759994
2875,16.71459,62894.22,55,0,92.45514,1844.526573
2876,16.48485,56815.09,36,8,179.9476,1952.410832
2877,2.458795,66357.52,21,4,147.4564,1076.991137
2878,6.6307,89957.16,77,0,169.9447,765.1823242
2879,11.52687,20069.27,52,8,149.9776,1498.93018
2880,2.984004,9856.89,27,4,137.4836,1091.509603
2881,4.646695,14834.59,41,4,237.6549,1658.402714
2882,22.24529,13210.96,55,1,137.4872,2004.460047
2883,14.89363,18608.64,70,4,107.5286,1520.458929
2884,6.140643,107174.6,25,3,137.4686,924.5326675
2885,19.6274,11923.86,40,1,137.4872,1756.84915
2886,13.49323,12005.02,41,1,127.4887,1406.307337
2887,12.69289,31540.93,32,2,114.9658,1398.161322
2888,18.58829,60364.04,27,2,222.6362,2192.448535
2889,14.34935,5092.67,72,2,187.656,1750.253059
2890,7.881289,14973.52,83,0,174.9768,1303.89059
2891,4.63962,9327.52,61,1,235.1417,1439.765003
2892,10.76391,33504.33,33,2,184.9647,1410.343155
2893,12.47148,44312.5,82,1,147.4421,1103.016586
2894,8.387102,29125.59,42,4,174.9755,1282.323667
2895,12.89076,34797.6,49,0,214.9663,1548.154792
2896,6.726078,29268.79,33,1,147.4564,1212.659466
2897,14.72164,14468.95,21,1,95.01949,1488.056133
2898,6.915354,54794.23,48,5,227.4754,1137.782472
2899,12.23126,45288.02,82,3,169.9671,1393.130581
2900,11.26136,22137.33,72,2,152.4798,1263.915496
2901,9.448434,32713.07,18,0,252.6378,1489.056859
2902,21.25517,29090.38,38,4,182.4608,2320.769374
2903,7.467093,13925.38,65,4,219.9902,1254.859385
2904,5.669803,30454.69,32,3,107.482,1104.543998
2905,13.09678,17549.51,46,3,139.9816,1596.175795
2906,6.224413,2439.79,51,2,149.9483,764.0244287
2907,16.25655,38731.74,70,4,127.4586,1722.032536
2908,10.74959,19739.42,45,3,220.1185,1493.782205
2909,16.42222,17241.1,22,1,217.4725,1962.047024
2910,5.585075,36384.55,64,1,195.0062,768.7084381
2911,3.583025,8168.76,54,5,159.9349,719.7798137
2912,10.48284,122915.6,89,1,230.1051,1308.7086
2913,2.457741,79117.6,73,3,92.45514,709.6900125
2914,5.006746,36415.41,29,0,164.9647,1221.36675
2915,17.53363,6528.33,20,0,199.9902,2517.584249
2916,11.9781,47375.49,67,0,245.175,1704.872057
2917,21.06329,26040.67,44,1,127.4958,1932.26875
2918,9.453234,29604.72,24,0,182.4538,1174.54568
2919,3.109148,29321.73,88,1,194.9699,581.9611419
2921,10.16511,13029.09,44,4,174.9581,1821.752133
2922,2.598272,9443.65,18,3,127.4601,917.5571323
2923,1.717806,39940.05,30,0,147.4564,863.6296514
2924,2.224742,34293.99,78,1,177.4876,948.6927365
2925,10.7668,20537.04,60,8,204.9797,1412.381474
2926,4.847252,98436.93,56,0,219.9902,946.5642973
2927,11.16076,34512.65,31,4,124.9607,1663.235204
2928,1.200249,23241.01,77,1,194.9663,860.4509841
2929,21.53238,28600.78,30,2,204.9634,2380.995294
2930,5.656086,65905.54,73,2,152.5022,859.2099751
2931,8.840599,24271.95,49,3,194.9744,1209.038145
2932,22.38582,10192.04,63,4,157.4836,2149.727449
2933,9.417302,6932.32,74,3,245.147,1860.127661
2934,4.278907,23502.47,39,4,117.4835,822.5599233
2935,4.799511,33172.33,83,2,174.9755,792.3707277
2936,32.97693,16447.16,42,1,149.9621,3035.613983
2937,12.05316,41899.29,85,0,212.6415,1875.734695
2938,3.294082,43859.06,39,1,159.965,577.1681107
2939,7.129721,9791.48,27,3,114.9728,905.0282527
2940,15.23335,13656.87,29,4,192.4705,1752.536989
2941,4.273105,33138.54,35,1,147.4893,678.2257258
2942,13.19046,23661.52,35,1,162.4608,1908.654798
2943,10.91353,91022.36,32,1,159.983,1163.07255
2944,10.3362,17670.66,70,1,222.6143,1776.804483
2945,12.24574,34492.59,76,3,184.9797,1822.961538
2946,13.62126,12530.16,32,3,169.9378,1599.005155
2947,12.73029,55438.14,58,1,152.4742,1705.874036
2948,8.681614,27450.8,34,1,245.1457,1501.794265
2949,15.38202,1722.01,56,1,147.4783,1414.219141
2950,7.513611,55046.63,72,0,149.9707,797.0949032
2951,11.05993,10121.11,59,3,242.6143,1567.299499
2952,6.611955,15469.0,87,3,194.9744,901.8396595
2953,9.040057,78059.33,25,2,197.4876,1380.469032
2954,25.11299,50656.38,74,2,125.0073,2275.551071
2955,16.12811,104362.5,44,2,162.497,2138.11032
2956,7.845114,22830.86,63,4,129.9778,1305.921354
2957,7.773669,15240.37,23,0,124.9781,888.4950848
2958,10.92196,59871.53,63,0,182.497,1256.45775
2959,8.259385,104867.5,22,0,184.9963,1262.417547
2960,10.41798,33035.98,44,4,117.4686,1574.707587
2961,9.561875,20697.37,51,2,107.4806,1108.368947
2962,5.464488,35404.27,47,4,172.5104,812.928535
2963,5.966695,40588.2,62,6,149.9776,901.932094
2964,4.899911,49071.14,27,1,169.9378,756.9340947
2965,11.16749,26019.32,46,7,127.4601,1651.037252
2966,13.16571,70043.21,79,2,210.1051,2052.656051
2967,6.249599,113641.2,31,4,182.4608,1114.196033
2968,4.367739,25667.66,74,0,152.5104,924.895642
2969,12.78697,30253.76,18,2,92.5018,1294.950837
2970,6.842584,42972.18,55,3,139.9512,1209.707399
2971,1.450219,46151.13,75,3,162.4608,877.1087708
2972,10.29318,35849.72,40,3,137.5165,1207.830056
2973,3.326476,13230.67,53,0,149.9483,505.5009987
2974,13.8101,55794.29,56,1,104.9781,1636.905029
2975,6.039499,25877.54,22,1,124.9607,1180.763502
2976,10.11079,41848.9,89,2,147.4893,1010.291341
2977,11.17999,119667.4,57,1,172.4742,1168.630192
2978,8.509962,44420.18,38,1,124.9781,848.1445109
2979,1.602966,13360.17,46,0,137.4836,792.9175185
2981,2.251237,50965.27,24,3,245.147,1389.833754
2982,2.089917,32987.01,54,4,230.1344,900.0678019
2983,10.94284,96753.8,69,0,232.6415,1423.721197
2984,15.39419,30207.09,70,7,207.6094,1911.199623
2985,17.25514,45633.91,79,0,137.4836,1967.228079
2986,9.349103,86896.2,44,2,127.4887,1087.694968
2987,15.04337,29782.39,63,0,265.147,1851.332322
2988,7.066142,8249.6,84,1,112.4551,576.1637573
2989,4.327078,18493.95,76,5,164.9889,779.2981636
2990,9.25677,123891.9,67,4,174.9755,1318.670361
2991,5.526815,16226.12,29,1,162.4538,1233.655272
2992,2.080255,19427.81,84,1,265.1283,830.8201063
2993,13.44855,117623.7,26,1,162.4653,1927.327764
2994,2.847117,5317.94,29,1,159.9794,1075.372195
2995,10.72393,8461.79,38,1,220.1149,1934.182617
2996,2.1782,84399.36,20,1,152.4624,1059.664803
2997,10.24306,31715.37,31,1,162.4818,1364.913066
2998,11.65333,51108.77,46,2,139.983,1622.06829
2999,3.000251,66148.83,59,2,235.1372,1374.762505
3000,7.916586,26190.19,25,7,162.5005,1259.881706
3002,5.519258,25806.54,77,1,225.1786,1153.07333
3003,5.944147,48267.33,46,3,164.9853,1429.709066
3004,3.255652,15864.7,22,1,242.6281,1021.343044
3005,1.868309,37734.22,31,0,245.1457,922.5780039
3006,13.46637,14433.56,80,0,255.1198,2088.717973
